#taskLabel	taskNamespace	taskType	nCores	memMb	priority	isForceLocal	dependencies	cwd	command
makeLocusGraph_chromId_267_19_KI270886v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_267_19_KI270886v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270886v1_alt:1-204239 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_268_19_KI270887v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_268_19_KI270887v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270887v1_alt:1-209512 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_269_19_KI270888v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_269_19_KI270888v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270888v1_alt:1-155532 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_270_19_KI270889v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_270_19_KI270889v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270889v1_alt:1-170698 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_271_19_KI270890v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_271_19_KI270890v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270890v1_alt:1-184499 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_272_19_KI270891v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_272_19_KI270891v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270891v1_alt:1-170680 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_273_19_KI270914v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_273_19_KI270914v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270914v1_alt:1-205194 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_274_19_KI270915v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_274_19_KI270915v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270915v1_alt:1-170665 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_275_19_KI270916v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_275_19_KI270916v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270916v1_alt:1-184516 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_276_19_KI270917v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_276_19_KI270917v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270917v1_alt:1-190932 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_277_19_KI270918v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_277_19_KI270918v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270918v1_alt:1-123111 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_278_19_KI270919v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_278_19_KI270919v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270919v1_alt:1-170701 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_279_19_KI270920v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_279_19_KI270920v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270920v1_alt:1-198005 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_280_19_KI270921v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_280_19_KI270921v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270921v1_alt:1-282224 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_281_19_KI270922v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_281_19_KI270922v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270922v1_alt:1-187935 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_282_19_KI270923v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_282_19_KI270923v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270923v1_alt:1-189352 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_283_19_KI270929v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_283_19_KI270929v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270929v1_alt:1-186203 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_284_19_KI270930v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_284_19_KI270930v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270930v1_alt:1-200773 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_285_19_KI270931v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_285_19_KI270931v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270931v1_alt:1-170148 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_286_19_KI270932v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_286_19_KI270932v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270932v1_alt:1-215732 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_287_19_KI270933v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_287_19_KI270933v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270933v1_alt:1-170537 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_288_19_KI270938v1_alt_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_288_19_KI270938v1_alt_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 19_KI270938v1_alt:1-1066800 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_289_20_0000		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_289_20_0000.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 20:1-10740695 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_289_20_0001		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_289_20_0001.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 20:10740696-21481390 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_289_20_0002		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_289_20_0002.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 20:21481391-32222085 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_289_20_0003		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_289_20_0003.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 20:32222086-42962779 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
makeLocusGraph_chromId_289_20_0004		command	1	1536	0	0	makeGraphTmpDir		/home/robin/Documents/Project/manta/Install/libexec/EstimateSVLoci --output-file /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/svLocusGraph.bin.tmpdir/svLocusGraph.chromId_289_20_0004.bin --align-stats /home/robin/Documents/Project/TFM_code/CNVbenchmarkeR-master/output/manta-datasetclinic/set1/workspace/alignmentStats.xml --region 20:42962780-53703473 --min-candidate-sv-size 8 --min-edge-observations 2 --ref /home/robin/Documents/Project/Samples/hg38/hg38.fa --align-file /home/robin/Documents/Project/Samples/bam/all/17296.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17297.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17298.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17299.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17300.bam --align-file /home/robin/Documents/Project/Samples/bam/all/17301.bam
